CO,X1,Y,H,M,PO,CE,D,PE,A,B,R|NEW_REACTION,R|Reaction1,R|Reaction10,R|Reaction11,R|Reaction2,R|Reaction3,R|Reaction4,R|Reaction5,R|Reaction6,R|Reaction7,R|Reaction8,R|Reaction9,Times,Reaction
2,6,3,4,9,4,1,3,2,8,1,0,12,1,0,4,2,0,4,3,4,2,2,0.718063330291677,Reaction9
3,6,4,4,9,4,1,3,2,7,1,0,12,1,0,4,2,0,4,3,4,2,3,0.718354738298928,Reaction9
2,6,3,4,9,4,1,3,2,8,1,0,12,1,1,4,2,0,4,3,4,2,3,0.719726571354697,Reaction11
2,6,3,4,9,2,1,3,3,8,1,0,12,1,1,5,2,0,4,3,4,2,3,0.733733344974713,Reaction2
1,6,2,4,9,2,1,3,3,9,1,0,12,1,2,5,2,0,4,3,4,2,3,0.742647431020277,Reaction11
0,6,1,4,9,2,1,3,3,10,1,0,12,1,3,5,2,0,4,3,4,2,3,0.742731667660708,Reaction11
0,6,1,2,9,2,1,4,3,10,1,0,12,1,3,5,2,0,5,3,4,2,3,0.743682010764612,Reaction5
0,6,2,2,9,2,2,3,3,10,1,0,12,1,3,5,2,0,5,3,4,3,3,0.766981140857183,Reaction8
0,6,2,2,9,2,2,3,2,10,1,0,12,1,3,5,3,0,5,3,4,3,3,0.773387249082596,Reaction3
0,6,2,2,8,2,2,3,2,16,4,0,12,1,3,5,3,0,5,4,4,3,3,0.79589352818281,Reaction6
0,6,2,2,8,2,2,3,2,14,2,0,12,1,3,5,3,0,5,4,5,3,3,0.796573645648046,Reaction7
0,6,2,2,8,2,2,3,2,12,0,0,12,1,3,5,3,0,5,4,6,3,3,0.798269374451539,Reaction7
1,6,3,2,8,2,2,3,2,11,0,0,12,1,3,5,3,0,5,4,6,3,4,0.80718701722239,Reaction9
2,6,4,2,8,2,2,3,2,10,0,0,12,1,3,5,3,0,5,4,6,3,5,0.807653835365937,Reaction9
2,6,4,2,7,2,2,3,2,16,3,0,12,1,3,5,3,0,5,5,6,3,5,0.81096107313019,Reaction6
2,6,4,2,7,2,2,3,2,14,1,0,12,1,3,5,3,0,5,5,7,3,5,0.811484735543961,Reaction7
1,5,5,2,7,2,2,3,2,14,1,1,12,1,3,5,3,0,5,5,7,3,5,0.816943737640263,NEW_REACTION
2,5,6,2,7,2,2,3,2,13,1,1,12,1,3,5,3,0,5,5,7,3,6,0.830365792994396,Reaction9
1,4,7,2,7,2,2,3,2,13,1,2,12,1,3,5,3,0,5,5,7,3,6,0.83302666239247,NEW_REACTION
0,3,8,2,7,2,2,3,2,13,1,3,12,1,3,5,3,0,5,5,7,3,6,0.838623624550588,NEW_REACTION
0,2,8,3,8,3,2,3,2,13,1,3,13,1,3,5,3,0,5,5,7,3,6,0.847278755623452,Reaction1
0,2,7,3,8,3,1,4,2,13,1,3,13,2,3,5,3,0,5,5,7,3,6,0.849312010996288,Reaction10
1,2,8,3,8,3,1,4,2,12,1,3,13,2,3,5,3,0,5,5,7,3,7,0.871885760260057,Reaction9
1,1,8,4,9,4,1,4,2,12,1,3,14,2,3,5,3,0,5,5,7,3,7,0.880186700285349,Reaction1
2,1,9,4,9,4,1,4,2,11,1,3,14,2,3,5,3,0,5,5,7,3,8,0.882460799299326,Reaction9
3,1,10,4,9,4,1,4,2,10,1,3,14,2,3,5,3,0,5,5,7,3,9,0.88597705482465,Reaction9
3,1,9,4,9,4,0,5,2,10,1,3,14,3,3,5,3,0,5,5,7,3,9,0.890283897353665,Reaction10
3,1,10,4,9,4,1,4,2,10,1,3,14,3,3,5,3,0,5,5,7,4,9,0.891836186386392,Reaction8
3,1,9,4,9,4,0,5,2,10,1,3,14,4,3,5,3,0,5,5,7,4,9,0.899040315869358,Reaction10
3,1,9,4,9,2,0,5,3,10,1,3,14,4,3,6,3,0,5,5,7,4,9,0.910603565443679,Reaction2
4,1,10,4,9,2,0,5,3,9,1,3,14,4,3,6,3,0,5,5,7,4,10,0.923957033995713,Reaction9
4,1,11,4,9,2,1,4,3,9,1,3,14,4,3,6,3,0,5,5,7,5,10,0.927262544937803,Reaction8
3,1,10,4,9,2,1,4,3,10,1,3,14,4,4,6,3,0,5,5,7,5,10,0.929742857150211,Reaction11
3,1,10,4,9,2,1,4,2,10,1,3,14,4,4,6,4,0,5,5,7,5,10,0.931335882252352,Reaction3
2,1,9,4,9,2,1,4,2,11,1,3,14,4,5,6,4,0,5,5,7,5,10,0.934759001621688,Reaction11
2,1,8,4,9,2,0,5,2,11,1,3,14,5,5,6,4,0,5,5,7,5,10,0.941922299632591,Reaction10
1,1,7,4,9,2,0,5,2,12,1,3,14,5,6,6,4,0,5,5,7,5,10,0.965711968173064,Reaction11
1,1,8,4,9,2,1,4,2,12,1,3,14,5,6,6,4,0,5,5,7,6,10,0.976506834116326,Reaction8
1,1,8,2,9,2,1,5,2,12,1,3,14,5,6,6,4,0,6,5,7,6,10,0.994425486115697,Reaction5
2,1,9,2,9,2,1,5,2,11,1,3,14,5,6,6,4,0,6,5,7,6,11,0.994643786308128,Reaction9
1,1,8,2,9,2,1,5,2,12,1,3,14,5,7,6,4,0,6,5,7,6,11,1.02077229371215,Reaction11
1,1,8,2,8,2,1,5,2,18,4,3,14,5,7,6,4,0,6,6,7,6,11,1.0296459852146,Reaction6
1,1,8,2,8,2,1,5,2,16,2,3,14,5,7,6,4,0,6,6,8,6,11,1.03025216332827,Reaction7
1,1,8,2,8,2,1,5,2,14,0,3,14,5,7,6,4,0,6,6,9,6,11,1.03176960626787,Reaction7
1,1,7,2,8,2,0,6,2,14,0,3,14,6,7,6,4,0,6,6,9,6,11,1.03720247488821,Reaction10
2,1,8,2,8,2,0,6,2,13,0,3,14,6,7,6,4,0,6,6,9,6,12,1.04651932450185,Reaction9
2,1,8,2,8,0,0,6,3,13,0,3,14,6,7,7,4,0,6,6,9,6,12,1.05008549576108,Reaction2
1,1,7,2,8,0,0,6,3,14,0,3,14,6,8,7,4,0,6,6,9,6,12,1.05263732585786,Reaction11
0,1,6,2,8,0,0,6,3,15,0,3,14,6,9,7,4,0,6,6,9,6,12,1.0698642555784,Reaction11
0,1,7,2,8,0,1,5,3,15,0,3,14,6,9,7,4,0,6,6,9,7,12,1.11584324053912,Reaction8
0,1,7,2,7,0,1,5,3,21,3,3,14,6,9,7,4,0,6,7,9,7,12,1.15503785333817,Reaction6
0,1,7,2,7,0,1,5,3,19,1,3,14,6,9,7,4,0,6,7,10,7,12,1.15506137500391,Reaction7
0,1,8,2,7,0,2,4,3,19,1,3,14,6,9,7,4,0,6,7,10,8,12,1.172507477128,Reaction8
0,1,9,2,7,0,3,3,3,19,1,3,14,6,9,7,4,0,6,7,10,9,12,1.20113037838296,Reaction8
0,1,10,2,7,0,4,2,3,19,1,3,14,6,9,7,4,0,6,7,10,10,12,1.21191304295334,Reaction8
0,1,10,0,7,0,4,3,3,19,1,3,14,6,9,7,4,0,7,7,10,10,12,1.26770252554371,Reaction5
0,1,10,0,7,0,4,3,2,19,1,3,14,6,9,7,4,1,7,7,10,10,12,1.28265114223471,Reaction4
0,1,11,0,7,0,5,2,2,19,1,3,14,6,9,7,4,1,7,7,10,11,12,1.33539948680528,Reaction8
0,1,12,0,7,0,6,1,2,19,1,3,14,6,9,7,4,1,7,7,10,12,12,1.33710120368362,Reaction8
0,1,12,0,6,0,6,1,2,25,4,3,14,6,9,7,4,1,7,8,10,12,12,1.34506126815321,Reaction6
0,1,12,0,6,0,6,1,2,23,2,3,14,6,9,7,4,1,7,8,11,12,12,1.3450935496372,Reaction7
0,1,12,0,6,0,6,1,2,21,0,3,14,6,9,7,4,1,7,8,12,12,12,1.34541272925903,Reaction7
0,1,12,0,5,0,6,1,2,27,3,3,14,6,9,7,4,1,7,9,12,12,12,1.4749854665599,Reaction6
0,1,12,0,5,0,6,1,2,25,1,3,14,6,9,7,4,1,7,9,13,12,12,1.4750281112592,Reaction7
0,1,12,0,4,0,6,1,2,31,4,3,14,6,9,7,4,1,7,10,13,12,12,1.54523435434896,Reaction6
0,1,12,0,4,0,6,1,2,29,2,3,14,6,9,7,4,1,7,10,14,12,12,1.5452506804197,Reaction7
0,1,12,0,4,0,6,1,2,27,0,3,14,6,9,7,4,1,7,10,15,12,12,1.5460909115281,Reaction7
0,1,12,0,3,0,6,1,2,33,3,3,14,6,9,7,4,1,7,11,15,12,12,1.68471711298902,Reaction6
0,1,12,0,3,0,6,1,2,31,1,3,14,6,9,7,4,1,7,11,16,12,12,1.6847957602719,Reaction7
0,1,13,0,3,0,7,0,2,31,1,3,14,6,9,7,4,1,7,11,16,13,12,1.99749118893558,Reaction8
0,1,13,0,2,0,7,0,2,37,4,3,14,6,9,7,4,1,7,12,16,13,12,2.06897815764284,Reaction6
0,1,13,0,2,0,7,0,2,35,2,3,14,6,9,7,4,1,7,12,17,13,12,2.06899151441244,Reaction7
0,1,13,0,2,0,7,0,2,33,0,3,14,6,9,7,4,1,7,12,18,13,12,2.06902849600763,Reaction7
0,0,13,1,3,1,7,0,2,33,0,3,15,6,9,7,4,1,7,12,18,13,12,2.25991433711748,Reaction1
0,0,12,1,3,1,6,1,2,33,0,3,15,7,9,7,4,1,7,12,18,13,12,2.29617014637851,Reaction10
1,0,13,1,3,1,6,1,2,32,0,3,15,7,9,7,4,1,7,12,18,13,13,2.2979742905397,Reaction9
0,0,12,1,3,1,6,1,2,33,0,3,15,7,10,7,4,1,7,12,18,13,13,2.30332890202168,Reaction11
0,0,11,1,3,1,5,2,2,33,0,3,15,8,10,7,4,1,7,12,18,13,13,2.30438232984414,Reaction10
0,0,10,1,3,1,4,3,2,33,0,3,15,9,10,7,4,1,7,12,18,13,13,2.30863421573173,Reaction10
0,0,10,1,3,1,4,3,1,33,0,3,15,9,10,7,5,1,7,12,18,13,13,2.31601274246268,Reaction3
1,0,11,1,3,1,4,3,1,32,0,3,15,9,10,7,5,1,7,12,18,13,14,2.31872070473359,Reaction9
2,0,12,1,3,1,4,3,1,31,0,3,15,9,10,7,5,1,7,12,18,13,15,2.33640082075842,Reaction9
1,0,11,1,3,1,4,3,1,32,0,3,15,9,11,7,5,1,7,12,18,13,15,2.35092088181776,Reaction11
1,0,10,1,3,1,3,4,1,32,0,3,15,10,11,7,5,1,7,12,18,13,15,2.36325252121297,Reaction10
2,0,11,1,3,1,3,4,1,31,0,3,15,10,11,7,5,1,7,12,18,13,16,2.36947167051746,Reaction9
1,0,10,1,3,1,3,4,1,32,0,3,15,10,12,7,5,1,7,12,18,13,16,2.3742379586473,Reaction11
1,0,10,1,2,1,3,4,1,38,3,3,15,10,12,7,5,1,7,13,18,13,16,2.37986382355868,Reaction6
1,0,10,1,2,1,3,4,1,36,1,3,15,10,12,7,5,1,7,13,19,13,16,2.37987747592413,Reaction7
1,0,11,1,2,1,4,3,1,36,1,3,15,10,12,7,5,1,7,13,19,14,16,2.38840039410756,Reaction8
1,0,10,1,2,1,3,4,1,36,1,3,15,11,12,7,5,1,7,13,19,14,16,2.40049314986359,Reaction10
2,0,11,1,2,1,3,4,1,35,1,3,15,11,12,7,5,1,7,13,19,14,17,2.43288872859212,Reaction9
1,0,10,1,2,1,3,4,1,36,1,3,15,11,13,7,5,1,7,13,19,14,17,2.44296929953095,Reaction11
1,0,9,1,2,1,2,5,1,36,1,3,15,12,13,7,5,1,7,13,19,14,17,2.44838809459861,Reaction10
1,0,10,1,2,1,3,4,1,36,1,3,15,12,13,7,5,1,7,13,19,15,17,2.44888404710089,Reaction8
1,0,9,1,2,1,2,5,1,36,1,3,15,13,13,7,5,1,7,13,19,15,17,2.47008429823318,Reaction10
0,0,8,1,2,1,2,5,1,37,1,3,15,13,14,7,5,1,7,13,19,15,17,2.48309938985781,Reaction11
0,0,9,1,2,1,3,4,1,37,1,3,15,13,14,7,5,1,7,13,19,16,17,2.49794822696325,Reaction8
1,0,10,1,2,1,3,4,1,36,1,3,15,13,14,7,5,1,7,13,19,16,18,2.53002505737072,Reaction9
1,0,9,1,2,1,2,5,1,36,1,3,15,14,14,7,5,1,7,13,19,16,18,2.53460171910286,Reaction10
2,0,10,1,2,1,2,5,1,35,1,3,15,14,14,7,5,1,7,13,19,16,19,2.5679339514675,Reaction9
3,0,11,1,2,1,2,5,1,34,1,3,15,14,14,7,5,1,7,13,19,16,20,2.57437603652914,Reaction9
2,0,10,1,2,1,2,5,1,35,1,3,15,14,15,7,5,1,7,13,19,16,20,2.57628544945852,Reaction11
3,0,11,1,2,1,2,5,1,34,1,3,15,14,15,7,5,1,7,13,19,16,21,2.59785016081316,Reaction9
4,0,12,1,2,1,2,5,1,33,1,3,15,14,15,7,5,1,7,13,19,16,22,2.60479400153841,Reaction9
4,0,11,1,2,1,1,6,1,33,1,3,15,15,15,7,5,1,7,13,19,16,22,2.60778088396256,Reaction10
3,0,10,1,2,1,1,6,1,34,1,3,15,15,16,7,5,1,7,13,19,16,22,2.6086203615802,Reaction11
2,0,9,1,2,1,1,6,1,35,1,3,15,15,17,7,5,1,7,13,19,16,22,2.60905817789472,Reaction11
3,0,10,1,2,1,1,6,1,34,1,3,15,15,17,7,5,1,7,13,19,16,23,2.61817288239617,Reaction9
3,0,9,1,2,1,0,7,1,34,1,3,15,16,17,7,5,1,7,13,19,16,23,2.62399548714404,Reaction10
2,0,8,1,2,1,0,7,1,35,1,3,15,16,18,7,5,1,7,13,19,16,23,2.65975703680493,Reaction11
2,0,9,1,2,1,1,6,1,35,1,3,15,16,18,7,5,1,7,13,19,17,23,2.66389115869274,Reaction8
3,0,10,1,2,1,1,6,1,34,1,3,15,16,18,7,5,1,7,13,19,17,24,2.68034979930481,Reaction9
2,0,9,1,2,1,1,6,1,35,1,3,15,16,19,7,5,1,7,13,19,17,24,2.6865992502248,Reaction11
3,0,10,1,2,1,1,6,1,34,1,3,15,16,19,7,5,1,7,13,19,17,25,2.68993805373538,Reaction9
3,0,9,1,2,1,0,7,1,34,1,3,15,17,19,7,5,1,7,13,19,17,25,2.6906976944813,Reaction10
4,0,10,1,2,1,0,7,1,33,1,3,15,17,19,7,5,1,7,13,19,17,26,2.7074480507088,Reaction9
5,0,11,1,2,1,0,7,1,32,1,3,15,17,19,7,5,1,7,13,19,17,27,2.71354762172998,Reaction9
4,0,10,1,2,1,0,7,1,33,1,3,15,17,20,7,5,1,7,13,19,17,27,2.76607370928241,Reaction11
5,0,11,1,2,1,0,7,1,32,1,3,15,17,20,7,5,1,7,13,19,17,28,2.76849515840838,Reaction9
4,0,10,1,2,1,0,7,1,33,1,3,15,17,21,7,5,1,7,13,19,17,28,2.78304936615084,Reaction11
3,0,9,1,2,1,0,7,1,34,1,3,15,17,22,7,5,1,7,13,19,17,28,2.78824792351071,Reaction11
4,0,10,1,2,1,0,7,1,33,1,3,15,17,22,7,5,1,7,13,19,17,29,2.7998212515629,Reaction9
5,0,11,1,2,1,0,7,1,32,1,3,15,17,22,7,5,1,7,13,19,17,30,2.80445203106472,Reaction9
4,0,10,1,2,1,0,7,1,33,1,3,15,17,23,7,5,1,7,13,19,17,30,2.81842910135891,Reaction11
3,0,9,1,2,1,0,7,1,34,1,3,15,17,24,7,5,1,7,13,19,17,30,2.81978693675912,Reaction11
2,0,8,1,2,1,0,7,1,35,1,3,15,17,25,7,5,1,7,13,19,17,30,2.82094823738142,Reaction11
3,0,9,1,2,1,0,7,1,34,1,3,15,17,25,7,5,1,7,13,19,17,31,2.84547629947441,Reaction9
2,0,8,1,2,1,0,7,1,35,1,3,15,17,26,7,5,1,7,13,19,17,31,2.85816588439087,Reaction11
3,0,9,1,2,1,0,7,1,34,1,3,15,17,26,7,5,1,7,13,19,17,32,2.86114078716594,Reaction9
3,0,10,1,2,1,1,6,1,34,1,3,15,17,26,7,5,1,7,13,19,18,32,2.87111210442904,Reaction8
4,0,11,1,2,1,1,6,1,33,1,3,15,17,26,7,5,1,7,13,19,18,33,2.87269612734237,Reaction9
3,0,10,1,2,1,1,6,1,34,1,3,15,17,27,7,5,1,7,13,19,18,33,2.88752940078144,Reaction11
3,0,11,1,2,1,2,5,1,34,1,3,15,17,27,7,5,1,7,13,19,19,33,2.89887037562842,Reaction8
2,0,10,1,2,1,2,5,1,35,1,3,15,17,28,7,5,1,7,13,19,19,33,2.904034739516,Reaction11
2,0,9,1,2,1,1,6,1,35,1,3,15,18,28,7,5,1,7,13,19,19,33,2.92913316612445,Reaction10
1,0,8,1,2,1,1,6,1,36,1,3,15,18,29,7,5,1,7,13,19,19,33,2.95676317946813,Reaction11
2,0,9,1,2,1,1,6,1,35,1,3,15,18,29,7,5,1,7,13,19,19,34,2.9568656955316,Reaction9
2,0,8,1,2,1,0,7,1,35,1,3,15,19,29,7,5,1,7,13,19,19,34,2.96778616684831,Reaction10
2,0,8,1,1,1,0,7,1,41,4,3,15,19,29,7,5,1,7,14,19,19,34,3.01361013460525,Reaction6
2,0,8,1,1,1,0,7,1,39,2,3,15,19,29,7,5,1,7,14,20,19,34,3.01363424250501,Reaction7
2,0,8,1,1,1,0,7,1,37,0,3,15,19,29,7,5,1,7,14,21,19,34,3.01404216023876,Reaction7
2,0,9,1,1,1,1,6,1,37,0,3,15,19,29,7,5,1,7,14,21,20,34,3.02901645477824,Reaction8
1,0,8,1,1,1,1,6,1,38,0,3,15,19,30,7,5,1,7,14,21,20,34,3.02956041126758,Reaction11
2,0,9,1,1,1,1,6,1,37,0,3,15,19,30,7,5,1,7,14,21,20,35,3.04069074524891,Reaction9
1,0,8,1,1,1,1,6,1,38,0,3,15,19,31,7,5,1,7,14,21,20,35,3.05726447277318,Reaction11
2,0,9,1,1,1,1,6,1,37,0,3,15,19,31,7,5,1,7,14,21,20,36,3.07269833846931,Reaction9
3,0,10,1,1,1,1,6,1,36,0,3,15,19,31,7,5,1,7,14,21,20,37,3.07857805678485,Reaction9
4,0,11,1,1,1,1,6,1,35,0,3,15,19,31,7,5,1,7,14,21,20,38,3.08782717884803,Reaction9
5,0,12,1,1,1,1,6,1,34,0,3,15,19,31,7,5,1,7,14,21,20,39,3.09461512965768,Reaction9
5,0,11,1,1,1,0,7,1,34,0,3,15,20,31,7,5,1,7,14,21,20,39,3.09522593128741,Reaction10
6,0,12,1,1,1,0,7,1,33,0,3,15,20,31,7,5,1,7,14,21,20,40,3.11600679680615,Reaction9
7,0,13,1,1,1,0,7,1,32,0,3,15,20,31,7,5,1,7,14,21,20,41,3.12127694585815,Reaction9
6,0,12,1,1,1,0,7,1,33,0,3,15,20,32,7,5,1,7,14,21,20,41,3.12420723091508,Reaction11
7,0,13,1,1,1,0,7,1,32,0,3,15,20,32,7,5,1,7,14,21,20,42,3.12868228468045,Reaction9
8,0,14,1,1,1,0,7,1,31,0,3,15,20,32,7,5,1,7,14,21,20,43,3.14517784012108,Reaction9
7,0,13,1,1,1,0,7,1,32,0,3,15,20,33,7,5,1,7,14,21,20,43,3.1468191652456,Reaction11
6,0,12,1,1,1,0,7,1,33,0,3,15,20,34,7,5,1,7,14,21,20,43,3.14800808670166,Reaction11
5,0,11,1,1,1,0,7,1,34,0,3,15,20,35,7,5,1,7,14,21,20,43,3.17221319354762,Reaction11
4,0,10,1,1,1,0,7,1,35,0,3,15,20,36,7,5,1,7,14,21,20,43,3.18558126888837,Reaction11
3,0,9,1,1,1,0,7,1,36,0,3,15,20,37,7,5,1,7,14,21,20,43,3.18700212060035,Reaction11
2,0,8,1,1,1,0,7,1,37,0,3,15,20,38,7,5,1,7,14,21,20,43,3.21643108070878,Reaction11
2,0,8,1,1,1,0,7,0,37,0,3,15,20,38,7,6,1,7,14,21,20,43,3.23751283514229,Reaction3
3,0,9,1,1,1,0,7,0,36,0,3,15,20,38,7,6,1,7,14,21,20,44,3.23779893262628,Reaction9
4,0,10,1,1,1,0,7,0,35,0,3,15,20,38,7,6,1,7,14,21,20,45,3.24153837887848,Reaction9
5,0,11,1,1,1,0,7,0,34,0,3,15,20,38,7,6,1,7,14,21,20,46,3.30930477699257,Reaction9
6,0,12,1,1,1,0,7,0,33,0,3,15,20,38,7,6,1,7,14,21,20,47,3.33639643135134,Reaction9
7,0,13,1,1,1,0,7,0,32,0,3,15,20,38,7,6,1,7,14,21,20,48,3.34383339073301,Reaction9
8,0,14,1,1,1,0,7,0,31,0,3,15,20,38,7,6,1,7,14,21,20,49,3.38133807351623,Reaction9
9,0,15,1,1,1,0,7,0,30,0,3,15,20,38,7,6,1,7,14,21,20,50,3.38230034082192,Reaction9
10,0,16,1,1,1,0,7,0,29,0,3,15,20,38,7,6,1,7,14,21,20,51,3.38948702826096,Reaction9
11,0,17,1,1,1,0,7,0,28,0,3,15,20,38,7,6,1,7,14,21,20,52,3.42548361587907,Reaction9
12,0,18,1,1,1,0,7,0,27,0,3,15,20,38,7,6,1,7,14,21,20,53,3.43548401915237,Reaction9
13,0,19,1,1,1,0,7,0,26,0,3,15,20,38,7,6,1,7,14,21,20,54,3.49345736961633,Reaction9
14,0,20,1,1,1,0,7,0,25,0,3,15,20,38,7,6,1,7,14,21,20,55,3.53561880327957,Reaction9
15,0,21,1,1,1,0,7,0,24,0,3,15,20,38,7,6,1,7,14,21,20,56,3.64456849049507,Reaction9
16,0,22,1,1,1,0,7,0,23,0,3,15,20,38,7,6,1,7,14,21,20,57,3.6641795364213,Reaction9
17,0,23,1,1,1,0,7,0,22,0,3,15,20,38,7,6,1,7,14,21,20,58,3.69938885575325,Reaction9
18,0,24,1,1,1,0,7,0,21,0,3,15,20,38,7,6,1,7,14,21,20,59,3.72030727224945,Reaction9
19,0,25,1,1,1,0,7,0,20,0,3,15,20,38,7,6,1,7,14,21,20,60,3.75116715293243,Reaction9
20,0,26,1,1,1,0,7,0,19,0,3,15,20,38,7,6,1,7,14,21,20,61,3.78790845511692,Reaction9
21,0,27,1,1,1,0,7,0,18,0,3,15,20,38,7,6,1,7,14,21,20,62,3.88146028410434,Reaction9
22,0,28,1,1,1,0,7,0,17,0,3,15,20,38,7,6,1,7,14,21,20,63,3.88326437648246,Reaction9
23,0,29,1,1,1,0,7,0,16,0,3,15,20,38,7,6,1,7,14,21,20,64,3.93196883106978,Reaction9
24,0,30,1,1,1,0,7,0,15,0,3,15,20,38,7,6,1,7,14,21,20,65,4.19582518510006,Reaction9
25,0,31,1,1,1,0,7,0,14,0,3,15,20,38,7,6,1,7,14,21,20,66,4.35171942581513,Reaction9
26,0,32,1,1,1,0,7,0,13,0,3,15,20,38,7,6,1,7,14,21,20,67,4.35864217933002,Reaction9
26,0,32,1,0,1,0,7,0,19,3,3,15,20,38,7,6,1,7,15,21,20,67,4.36371842116048,Reaction6
26,0,32,1,0,1,0,7,0,17,1,3,15,20,38,7,6,1,7,15,22,20,67,4.36372100339201,Reaction7
27,0,33,1,0,1,0,7,0,16,1,3,15,20,38,7,6,1,7,15,22,20,68,4.3894905248832,Reaction9
28,0,34,1,0,1,0,7,0,15,1,3,15,20,38,7,6,1,7,15,22,20,69,4.41570581541053,Reaction9
29,0,35,1,0,1,0,7,0,14,1,3,15,20,38,7,6,1,7,15,22,20,70,4.440688346857,Reaction9
30,0,36,1,0,1,0,7,0,13,1,3,15,20,38,7,6,1,7,15,22,20,71,4.51676352966516,Reaction9
31,0,37,1,0,1,0,7,0,12,1,3,15,20,38,7,6,1,7,15,22,20,72,4.64459226176459,Reaction9
32,0,38,1,0,1,0,7,0,11,1,3,15,20,38,7,6,1,7,15,22,20,73,4.66029273171956,Reaction9
